starttime	seconds	ctime	dtime	ttime	wait
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	59	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:26 2013	1368662366	6	54	59	54
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	59	59	59
Wed May 15 23:59:26 2013	1368662366	6	54	59	54
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	59	58
Wed May 15 23:59:27 2013	1368662367	1	58	60	58
Wed May 15 23:59:27 2013	1368662367	1	59	60	59
Wed May 15 23:59:27 2013	1368662367	1	58	60	58
Wed May 15 23:59:27 2013	1368662367	1	58	60	58
Wed May 15 23:59:27 2013	1368662367	1	59	60	59
Wed May 15 23:59:27 2013	1368662367	1	58	60	58
Wed May 15 23:59:27 2013	1368662367	1	58	60	58
Wed May 15 23:59:27 2013	1368662367	1	59	60	58
Wed May 15 23:59:27 2013	1368662367	1	59	60	59
Wed May 15 23:59:26 2013	1368662366	6	54	60	54
Wed May 15 23:59:27 2013	1368662367	1	59	60	59
Wed May 15 23:59:26 2013	1368662366	5	55	61	54
Wed May 15 23:59:26 2013	1368662366	6	55	61	55
Wed May 15 23:59:26 2013	1368662366	5	56	62	56
Wed May 15 23:59:27 2013	1368662367	1	61	62	60
Wed May 15 23:59:27 2013	1368662367	1	61	62	61
Wed May 15 23:59:26 2013	1368662366	5	57	62	56
Wed May 15 23:59:26 2013	1368662366	6	56	62	56
Wed May 15 23:59:27 2013	1368662367	1	61	62	61
Wed May 15 23:59:26 2013	1368662366	5	57	62	57
Wed May 15 23:59:27 2013	1368662367	1	62	62	61
Wed May 15 23:59:27 2013	1368662367	1	61	63	61
Wed May 15 23:59:27 2013	1368662367	1	61	63	61
Wed May 15 23:59:27 2013	1368662367	1	61	63	61
Wed May 15 23:59:26 2013	1368662366	5	58	63	58
Wed May 15 23:59:27 2013	1368662367	1	62	63	61
Wed May 15 23:59:26 2013	1368662366	6	57	63	57
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	5	58	63	58
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	63	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	63	63	62
Wed May 15 23:59:26 2013	1368662366	1	63	63	63
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:26 2013	1368662366	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	63	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	63	62
Wed May 15 23:59:27 2013	1368662367	1	63	63	62
Wed May 15 23:59:27 2013	1368662367	1	62	64	62
Wed May 15 23:59:27 2013	1368662367	1	63	64	63
Wed May 15 23:59:27 2013	1368662367	1	62	64	62
Wed May 15 23:59:26 2013	1368662366	1	63	64	62
Wed May 15 23:59:26 2013	1368662366	1	63	64	63
Wed May 15 23:59:27 2013	1368662367	1	63	64	62
Wed May 15 23:59:27 2013	1368662367	1	63	64	62
