starttime	seconds	ctime	dtime	ttime	wait
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	2	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	2	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:04 2013	1368660724	2	85	87	85
Wed May 15 23:32:04 2013	1368660724	1	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	6	81	87	81
Wed May 15 23:32:05 2013	1368660725	2	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:04 2013	1368660724	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	2	85	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:04 2013	1368660724	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
Wed May 15 23:32:05 2013	1368660725	1	86	87	85
Wed May 15 23:32:05 2013	1368660725	1	86	87	86
